measurement_id,oligo_id,study_type,species,system_model,tissue,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,nephrotox_grade,is_kidney_specific,source_id,source_ref,source_table,redistribution,notes
MSR672,OLG048,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,injury_biomarker,KIM-1_protein,99.0,pct_of_comp_1-1,decrease,-1%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 99.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
MSR673,OLG048,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,functional,EGFR_mRNA,12.0,pct_of_comp_1-1,decrease,-88%,3,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 12.0 % of control -> grade 3; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
MSR674,OLG048,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,injury_biomarker,KIM-1_mRNA,254.0,pct_of_comp_1-1,increase,+154%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 254.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
MSR675,OLG048,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,injury_biomarker,KIM-1_protein,98.0,pct_of_comp_1-1,decrease,-2%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 98.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
MSR676,OLG048,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,functional,EGFR_mRNA,11.0,pct_of_comp_1-1,decrease,-89%,3,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 11.0 % of control -> grade 3; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
MSR677,OLG048,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,injury_biomarker,KIM-1_mRNA,67.0,pct_of_comp_1-1,decrease,-33%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 67.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
MSR678,OLG048,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,injury_biomarker,KIM-1_protein,92.0,pct_of_comp_1-1,decrease,-8%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 92.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
MSR679,OLG059,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,functional,EGFR_mRNA,39.0,pct_of_comp_1-1,decrease,-61%,2,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 39.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR680,OLG059,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,injury_biomarker,KIM-1_mRNA,299.0,pct_of_comp_1-1,increase,+199%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 299.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR681,OLG059,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,injury_biomarker,KIM-1_protein,103.0,pct_of_comp_1-1,increase,+3%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 103.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR682,OLG059,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,functional,EGFR_mRNA,29.0,pct_of_comp_1-1,decrease,-71%,2,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 29.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR683,OLG059,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,injury_biomarker,KIM-1_mRNA,354.0,pct_of_comp_1-1,increase,+254%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 354.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR684,OLG059,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,injury_biomarker,KIM-1_protein,114.0,pct_of_comp_1-1,increase,+14%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 114.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR685,OLG059,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,functional,EGFR_mRNA,68.0,pct_of_comp_1-1,decrease,-32%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 68.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR686,OLG059,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,injury_biomarker,KIM-1_mRNA,151.0,pct_of_comp_1-1,increase,+51%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 151.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR687,OLG059,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,injury_biomarker,KIM-1_protein,152.0,pct_of_comp_1-1,increase,+52%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 152.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR688,OLG060,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,functional,EGFR_mRNA,83.0,pct_of_comp_1-1,decrease,-17%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 83.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR689,OLG060,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,injury_biomarker,KIM-1_mRNA,188.0,pct_of_comp_1-1,increase,+88%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 188.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR690,OLG060,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,injury_biomarker,KIM-1_protein,122.0,pct_of_comp_1-1,increase,+22%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 122.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR691,OLG060,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,functional,EGFR_mRNA,90.0,pct_of_comp_1-1,decrease,-10%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 90.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR692,OLG060,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,injury_biomarker,KIM-1_mRNA,356.0,pct_of_comp_1-1,increase,+256%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 356.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR693,OLG060,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,injury_biomarker,KIM-1_protein,140.0,pct_of_comp_1-1,increase,+40%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 140.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR694,OLG060,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,functional,EGFR_mRNA,104.0,pct_of_comp_1-1,increase,+4%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 104.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR695,OLG060,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,injury_biomarker,KIM-1_mRNA,226.0,pct_of_comp_1-1,increase,+126%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 226.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR696,OLG060,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,injury_biomarker,KIM-1_protein,141.0,pct_of_comp_1-1,increase,+41%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 141.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium/high; condition: primary rat PTEC"
MSR697,OLG061,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,functional,EGFR_mRNA,83.0,pct_of_comp_1-1,decrease,-17%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 83.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
MSR698,OLG061,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,injury_biomarker,KIM-1_mRNA,306.0,pct_of_comp_1-1,increase,+206%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 306.0 % of control -> grade 1; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
MSR699,OLG061,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,injury_biomarker,KIM-1_protein,108.0,pct_of_comp_1-1,increase,+8%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 108.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
MSR700,OLG061,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,functional,EGFR_mRNA,83.0,pct_of_comp_1-1,decrease,-17%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 83.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
MSR701,OLG061,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,injury_biomarker,KIM-1_mRNA,405.0,pct_of_comp_1-1,increase,+305%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 405.0 % of control -> grade 1; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
MSR702,OLG061,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,injury_biomarker,KIM-1_protein,151.0,pct_of_comp_1-1,increase,+51%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 151.0 % of control -> grade 1; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
MSR703,OLG061,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,functional,EGFR_mRNA,95.0,pct_of_comp_1-1,decrease,-5%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 95.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
MSR704,OLG061,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,injury_biomarker,KIM-1_mRNA,422.0,pct_of_comp_1-1,increase,+322%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 422.0 % of control -> grade 1; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
MSR705,OLG061,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,injury_biomarker,KIM-1_protein,184.0,pct_of_comp_1-1,increase,+84%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 184.0 % of control -> grade 1; patent's own in-vivo grade for this compound: High; condition: primary rat PTEC"
MSR706,OLG062,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,functional,EGFR_mRNA,64.0,pct_of_comp_1-1,decrease,-36%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 64.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Low; condition: primary rat PTEC"
MSR707,OLG062,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,injury_biomarker,KIM-1_mRNA,423.0,pct_of_comp_1-1,increase,+323%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 423.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Low; condition: primary rat PTEC"
MSR708,OLG062,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,injury_biomarker,KIM-1_protein,137.0,pct_of_comp_1-1,increase,+37%,0,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 137.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Low; condition: primary rat PTEC"
MSR709,OLG062,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,functional,EGFR_mRNA,42.0,pct_of_comp_1-1,decrease,-58%,2,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 42.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Low; condition: primary rat PTEC"
MSR710,OLG062,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,injury_biomarker,KIM-1_mRNA,556.0,pct_of_comp_1-1,increase,+456%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 556.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Low; condition: primary rat PTEC"
MSR711,OLG062,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,10,uM,day 3,injury_biomarker,KIM-1_protein,159.0,pct_of_comp_1-1,increase,+59%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 159.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Low; condition: primary rat PTEC"
MSR712,OLG062,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,functional,EGFR_mRNA,51.0,pct_of_comp_1-1,decrease,-49%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 51.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Low; condition: primary rat PTEC"
MSR713,OLG062,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,injury_biomarker,KIM-1_mRNA,526.0,pct_of_comp_1-1,increase,+426%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_mRNA increase=toxicity, value 526.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Low; condition: primary rat PTEC"
MSR714,OLG062,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,injury_biomarker,KIM-1_protein,174.0,pct_of_comp_1-1,increase,+74%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 174.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Low; condition: primary rat PTEC"
MSR715,OLG063,in_vitro,rat,primary_rat_PTEC,proximal_tubule,gymnotic_free_uptake,1,uM,day 3,functional,EGFR_mRNA,53.0,pct_of_comp_1-1,decrease,-47%,1,TRUE,N4,"US 11,479,818 B2",US11479818 TABLE 5,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGFR_mRNA decrease=toxicity, value 53.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Low/medium; condition: primary rat PTEC"
